name,street,city,province,postal,Public Health Unit,X,Y,date
Shoppers Drug Mart,2266 Major Mackenzie Drive,Maple,Ontario,L6A 3Y7,York Region Public Health Services,43.855056,-79.512818,2023-10-03
Shoppers Drug Mart,9980 Dufferin Street,Maple,Ontario,L6A 4K5,York Region Public Health Services,43.860285,-79.489319,2023-10-04
Shoppers Drug Mart,"5762 Highway 7, Unit 1",Markham,Ontario,L3P 1A8,York Region Public Health Services,43.8724111,-79.2666979,2023-10-05
Shoppers Drug Mart,"5000 Highway 7 East, Unit 2015",Markham,Ontario,L3R 4M9,York Region Public Health Services,43.8695391,-79.287043,2023-10-06
Shoppers Drug Mart,"1661 Denison Street, Unit T13",Markham,Ontario,L3R 6E4,York Region Public Health Services,43.8336662,-79.3074718,2023-10-07
Shoppers Drug Mart,7700 Markham Road,Markham,Ontario,L3S 3K5,York Region Public Health Services,43.8538794,-79.2572371,2023-10-08
Shoppers Drug Mart,9255 Woodbine Avenue,Markham,Ontario,L6C 1Y9,York Region Public Health Services,43.869484,-79.3616919,2023-10-09
Shoppers Drug Mart,8601 Warden Avenue,Markham,Ontario,L3R 8W3,York Region Public Health Services,43.8584218,-79.3328095,2023-10-10
Shoppers Drug Mart,7060 Warden Avenue,Markham,Ontario,L3R 5Y2,York Region Public Health Services,43.8216551,-79.3268171,2023-10-11
Shoppers Drug Mart,1730 Bur Oak Avenue,Markham,Ontario,L6E 0H8,York Region Public Health Services,43.9004454,-79.2666979,2023-10-12
Shoppers Drug Mart,2920 Major MacKenzie Drive East,Markham,Ontario,L6C 0G6,York Region Public Health Services,43.8858241,-79.369875,2023-10-13
Shoppers Drug Mart,9186 Highway 93,Midland,Ontario,L4R 4K4,Simcoe Muskoka District Health Unit,44.7176023,-79.8972373,2023-10-14
Shoppers Drug Mart,75 Nipissing Road,Milton,Ontario,L9T 1R3,Halton Region Health Department,43.519808,-79.874284,2023-10-15
Shoppers Drug Mart,1020 Kennedy Circle,Milton,Ontario,L9T 0J9,Halton Region Health Department,43.5079983,-79.8388655,2023-10-16
Shoppers Drug Mart,6951 Derry Road West,Milton,Ontario,L9T 7H5,Halton Region Health Department,43.4975595,-79.8740899,2023-10-17
Shoppers Drug Mart,"265 Main Street East, Unit 104",Milton,Ontario,L9T 1P1,Halton Region Health Department,43.5143315,-79.8826537,2023-10-18
Shoppers Drug Mart,"100 City Centre Drive, Unit 1",Mississauga,Ontario,L5B 2C9,Peel Public Health,43.5930784,-79.6424911,2023-10-19
Shoppers Drug Mart,1891 Rathburn Road East,Mississauga,Ontario,L4W 3Z3,Peel Public Health,43.6364343,-79.5962486,2023-10-20
Shoppers Drug Mart,6040 Glen Erin Drive,Mississauga,Ontario,L5N 3M4,Peel Public Health,43.5746635,-79.7394468,2023-10-21
Shoppers Drug Mart,3476 Glen Erin Drive,Mississauga,Ontario,L5L 3R4,Peel Public Health,43.5367884,-79.687044,2023-10-22
Shoppers Drug Mart,1077 North Service Road,Mississauga,Ontario,L4Y 1A6,Peel Public Health,43.5914593,-79.5761473,2023-10-23
Shoppers Drug Mart,1125 Bloor Street East,Mississauga,Ontario,L4Y 2N6,Peel Public Health,43.6113689,-79.6013391,2023-10-24
Shoppers Drug Mart,321 Lakeshore Road West,Mississauga,Ontario,L5H 1G9,Peel Public Health,43.5435601,-79.5941721,2023-10-25
Shoppers Drug Mart,3163 Winston Churchill Boulevard,Mississauga,Ontario,L5L 2W1,Peel Public Health,43.5268533,-79.6844187,2023-10-26
Shoppers Drug Mart,920 Southdown Road,Mississauga,Ontario,L5J 2Y4,Peel Public Health,43.5076549,-79.6311264,2023-10-27
Shoppers Drug Mart,128 Queen Street South,Mississauga,Ontario,L5M 1K8,Peel Public Health,43.5832253,-79.7158621,2023-10-28
Shoppers Drug Mart,5100 Erin Mills Parkway,Mississauga,Ontario,L5M 4Z5,Peel Public Health,43.5586447,-79.7115912,2023-10-29
Shoppers Drug Mart,2000 Credit Valley Road,Mississauga,Ontario,L5M 4N4,Peel Public Health,43.5623283,-79.7022115,2023-10-30
Shoppers Drug Mart,700 Burnhamthorpe Road East,Mississauga,Ontario,L4Y 2X3,Peel Public Health,43.607815,-79.6176618,2023-10-31
Shoppers Drug Mart,579A Lakeshore Road East,Mississauga,Ontario,L5G 1H9,Peel Public Health,43.568496,-79.569047,2023-11-01
Shoppers Drug Mart,2225 Erin Mills Parkway,Mississauga,Ontario,L5K 1T9,Peel Public Health,43.5307487,-79.6533683,2023-11-02
Shoppers Drug Mart,1585 Mississauga Valley Boulevard,Mississauga,Ontario,L5A 3W9,Peel Public Health,43.5922322,-79.6259097,2023-11-03
Shoppers Drug Mart,5035 Hurontario Street,Mississauga,Ontario,L4Z 3X7,Peel Public Health,43.6081989,-79.6527543,2023-11-04
Shoppers Drug Mart,4141 Dixie Road,Mississauga,Ontario,L4W 1V5,Peel Public Health,43.6252506,-79.6045863,2023-11-05
Shoppers Drug Mart,7205 Goreway Drive,Mississauga,Ontario,L4T 2T9,Peel Public Health,43.7182841,-79.6374099,2023-11-06
Shoppers Drug Mart,7235 Bellshire Gate,Mississauga,Ontario,L5N 8A2,Peel Public Health,43.6217422,-79.7430545,2023-11-07
Shoppers Drug Mart,720 Bristol Road West,Mississauga,Ontario,L5R 4A3,Peel Public Health,43.5991746,-79.6792401,2023-11-08
Shoppers Drug Mart,3029 Clayhill Road,Mississauga,Ontario,L5B 4L2,Peel Public Health,43.5719735,-79.6269626,2023-11-09
Shoppers Drug Mart,2470 Hurontario Street,Mississauga,Ontario,L5B 0H2,Peel Public Health,43.5770629,-79.6127477,2023-11-10
Shoppers Drug Mart,3980 Grand Park Drive,Mississauga,Ontario,L5B 4M6,Peel Public Health,43.5809762,-79.6490702,2023-11-11
Shoppers Drug Mart,7070 Mclaughlin Road,Mississauga,Ontario,L5W 1W7,Peel Public Health,43.6367569,-79.71948,2023-11-12
Shoppers Drug Mart,"5425 Creditview Road, Unit 1",Mississauga,Ontario,L5V 2P3,Peel Public Health,43.5869617,-79.6958408,2023-11-13
Shoppers Drug Mart,"5602 Tenth Line West, Unit 101",Mississauga,Ontario,L5M 5S5,Peel Public Health,43.5591152,-79.7447193,2023-11-14
Shoppers Drug Mart,6975 Meadowvale Town Centre Circle,Mississauga,Ontario,L5N 2W7,Peel Public Health,43.5819795,-79.7581215,2023-11-15
Shoppers Drug Mart,"10 Alkenbrack Street, Unit 2",Napanee,Ontario,K7R 0A6,"Kingston, Frontenac and Lennox & Addington Health Unit",44.2564519,-76.9609132,2023-11-16
Shoppers Drug Mart,181 Greenbank Road,Nepean,Ontario,K2H 5V6,Ottawa Public Health,45.3281927,-75.779573,2023-11-17
Shoppers Drug Mart,3151 Strandherd Drive,Nepean,Ontario,K2J 5N1,Ottawa Public Health,45.2743785,-75.7185666,2023-11-18
Shoppers Drug Mart,3781 Strandherd Drive,Nepean,Ontario,K2J 5M4,Ottawa Public Health,45.2682208,-75.7512618,2023-11-19
Shoppers Drug Mart,1 King Avenue East,Newcastle,Ontario,L1B 1H3,Durham Region Health Department,43.9173909,-78.5884393,2023-11-20
Shoppers Drug Mart,665 Stone Haven Avenue,Newmarket,Ontario,L3X 2G2,York Region Public Health Services,44.0344096,-79.4497334,2023-11-21
Shoppers Drug Mart,20 Davis Drive,Newmarket,Ontario,L3Y 2M7,York Region Public Health Services,44.0537972,-79.4785939,2023-11-22
Shoppers Drug Mart,1111 Davis Drive,Newmarket,Ontario,L3Y 8X2,York Region Public Health Services,44.0680634,-79.4306535,2023-11-23
Shoppers Drug Mart,6565 Lundy's Lane,Niagara Falls,Ontario,L2G 1V1,Niagara Region Public Health Department,43.0900677,-79.1045879,2023-11-24
Shoppers Drug Mart,5125 Montrose Road,Niagara Falls,Ontario,L2H 1K7,Niagara Region Public Health Department,43.099894,-79.1242368,2023-11-25
Shoppers Drug Mart,"3701 Portage Road, Unit 1",Niagara Falls,Ontario,L2J 2K8,Niagara Region Public Health Department,43.119109,-79.1013079,2023-11-26
Shoppers Drug Mart,2025 Cassells Street,North Bay,Ontario,P1B 4E1,North Bay-Parry Sound District Health Unit,46.317639,-79.444829,2023-11-27
Shoppers Drug Mart,598 Sheppard Avenue West,North York,Ontario,M3H 2S1,Toronto Public Health,43.7562205,-79.4395338,2023-11-28
Shoppers Drug Mart,3110 Bathurst Street,North York,Ontario,M6A 2A1,Toronto Public Health,43.7193258,-79.4328516,2023-11-29
Shoppers Drug Mart,1597 Wilson Avenue,North York,Ontario,M3L 1A5,Toronto Public Health,43.7203603,-79.5109429,2023-11-30
Shoppers Drug Mart,6428 Yonge Street,North York,Ontario,M2M 3X4,Toronto Public Health,43.7962159,-79.4222559,2023-12-01
Shoppers Drug Mart,6205 Bathurst Street,North York,Ontario,M2R 2A5,Toronto Public Health,43.7915276,-79.4443473,2023-12-02
Shoppers Drug Mart,5998 Bathurst Street,North York,Ontario,M2R 1Z1,Toronto Public Health,43.784822,-79.4463913,2023-12-03
Shoppers Drug Mart,770 Lawrence Avenue West,North York,Ontario,M6A 3C6,Toronto Public Health,43.7151956,-79.4524299,2023-12-04
Shoppers Drug Mart,3975 Jane Street,North York,Ontario,M3N 2K1,Toronto Public Health,43.7561964,-79.5157784,2023-12-05
Shoppers Drug Mart,2550 Finch Avenue West,North York,Ontario,M9M 2G3,Toronto Public Health,43.7490485,-79.5603217,2023-12-06
Shoppers Drug Mart,3874 Bathurst Street,North York,Ontario,M3H 3N3,Toronto Public Health,43.7411737,-79.4353135,2023-12-07
Shoppers Drug Mart,4841 Yonge Street,North York,Ontario,M2N 5X2,Toronto Public Health,43.7625088,-79.4105316,2023-12-08
Shoppers Drug Mart,19 Stover Street North,Norwich,Ontario,N0J 1P0,Southwestern Public Health,42.9884697,-80.5981275,2023-12-09
Shoppers Drug Mart,478 Dundas Street West,Oakville,Ontario,L6H 6Y3,Halton Region Health Department,43.4653619,-79.7428151,2023-12-10
Shoppers Drug Mart,"240 Leighland Avenue, Unit 109A",Oakville,Ontario,L6H 3H6,Halton Region Health Department,43.461607,-79.6868686,2023-12-11
Shoppers Drug Mart,2297 Lakeshore Road West,Oakville,Ontario,L6L 1H2,Halton Region Health Department,43.3987469,-79.7074274,2023-12-12
Shoppers Drug Mart,351 Cornwall Road,Oakville,Ontario,L6J 7Z5,Halton Region Health Department,43.4577274,-79.6777857,2023-12-13
Shoppers Drug Mart,"1011 Upper Middle Road, Unit D5",Oakville,Ontario,L6H 4L3,Halton Region Health Department,43.483727,-79.6945815,2023-12-14
Shoppers Drug Mart,1515 Rebecca Street,Oakville,Ontario,L6L 5H8,Halton Region Health Department,43.4126787,-79.7061473,2023-12-15
Shoppers Drug Mart,550 Kerr Street,Oakville,Ontario,L6K 3C7,Halton Region Health Department,43.4465199,-79.6888853,2023-12-16
Shoppers Drug Mart,2525 Prince Michael Drive,Oakville,Ontario,L6H 0E9,Halton Region Health Department,43.4984959,-79.7069453,2023-12-17
Shoppers Drug Mart,"2501 Third Line, Building B",Oakville,Ontario,L6M 5A9,Halton Region Health Department,43.4497724,-79.7585629,2023-12-18
Shoppers Drug Mart,150 First Street,Orangeville,Ontario,L9W 3T7,Wellington-Dufferin-Guelph Health Unit,43.9316653,-80.1022412,2023-12-19
Shoppers Drug Mart,25 Broadway Avenue,Orangeville,Ontario,L9W 1J6,Wellington-Dufferin-Guelph Health Unit,43.9222105,-80.0864045,2023-12-20
Shoppers Drug Mart,55 Front Street North,Orillia,Ontario,L3V 1W7,Simcoe Muskoka District Health Unit,44.6116493,-79.4162191,2023-12-21
Shoppers Drug Mart,149 Westmount Drive North,Orillia,Ontario,L3V 6C7,Simcoe Muskoka District Health Unit,44.6079966,-79.4396666,2023-12-22
Shoppers Drug Mart,6491 Jeanne D'Arc Boulevard,Orleans,Ontario,K1C 2R1,Ottawa Public Health,45.4799514,-75.5368943,2023-12-23
Shoppers Drug Mart,1937 Portobello Boulevard,Orleans,Ontario,K4A 4W9,Ottawa Public Health,45.4680525,-75.4657987,2023-12-24
Shoppers Drug Mart,3940 Innes Road,Orleans,Ontario,K1W 1K9,Ottawa Public Health,45.4539866,-75.5079848,2023-12-25
Shoppers Drug Mart,2045 Simcoe Street North,Oshawa,Ontario,L1H 7K4,Durham Region Health Department,43.9468763,-78.8937246,2023-12-26
Shoppers Drug Mart,199 Wentworth Street West,Oshawa,Ontario,L1J 6P4,Durham Region Health Department,43.8698517,-78.8499428,2023-12-27
Shoppers Drug Mart,20 Warren Avenue,Oshawa,Ontario,L1J 0A1,Durham Region Health Department,43.8961141,-78.8733821,2023-12-28
Shoppers Drug Mart,784 Taunton Road East,Oshawa,Ontario,L1K 1B7,Durham Region Health Department,43.9399235,-78.8514467,2023-12-29
Shoppers Drug Mart,1559 Alta Vista Drive,Ottawa,Ontario,K1G 0E9,Ottawa Public Health,45.4087609,-75.6571787,2023-12-30
Shoppers Drug Mart,888 Meadowlands Drive East,Ottawa,Ontario,K2C 3R2,Ottawa Public Health,45.3672221,-75.7017997,2023-12-31
Shoppers Drug Mart,3080 Carling Avenue,Ottawa,Ontario,K2B 7K2,Ottawa Public Health,45.3548434,-75.8044638,2024-01-01
Shoppers Drug Mart,"2446 Bank Street, Unit 115",Ottawa,Ontario,K1V 1A4,Ottawa Public Health,45.3528317,-75.6467883,2024-01-02
Shoppers Drug Mart,3310 Mccarthy Road,Ottawa,Ontario,K1V 9S1,Ottawa Public Health,45.3506573,-75.6719591,2024-01-03
Shoppers Drug Mart,1200 St. Laurent Boulevard,Ottawa,Ontario,K1K 3B8,Ottawa Public Health,45.4219466,-75.6387057,2024-01-04
Shoppers Drug Mart,1582 Bank Street,Ottawa,Ontario,K1H 7Z5,Ottawa Public Health,45.3791212,-75.6684444,2024-01-05
Shoppers Drug Mart,"702 Bank Street, Unit 700",Ottawa,Ontario,K1S 3V2,Ottawa Public Health,45.4048452,-75.6897472,2024-01-06
Shoppers Drug Mart,"4744 Bank Street, Unit 1",Ottawa,Ontario,K1T 0K8,Ottawa Public Health,45.3198157,-75.5942266,2024-01-07
Shoppers Drug Mart,174 Bank Street,Ottawa,Ontario,K2P 1W6,Ottawa Public Health,45.4181889,-75.6992434,2024-01-08
Shoppers Drug Mart,1080 Bank Street,Ottawa,Ontario,K1S 3X3,Ottawa Public Health,45.3943503,-75.6838382,2024-01-09
Shoppers Drug Mart,"2515 Bank Street, Unit 15",Ottawa,Ontario,K1V 8R9,Ottawa Public Health,45.3542812,-75.6459712,2024-01-10
Shoppers Drug Mart,322 Rideau Street,Ottawa,Ontario,K1N 5Y5,Ottawa Public Health,45.4288897,-75.6847071,2024-01-11
Shoppers Drug Mart,410 Richmond Road,Ottawa,Ontario,K2A 4C4,Ottawa Public Health,45.390268,-75.756945,2024-01-12
Shoppers Drug Mart,1309 Carling Avenue,Ottawa,Ontario,K1Z 7L3,Ottawa Public Health,45.3867692,-75.7355233,2024-01-13
Shoppers Drug Mart,"2148 Carling Avenue, Unit 1",Ottawa,Ontario,K2A 1H1,Ottawa Public Health,45.3694167,-75.7687714,2024-01-14
Shoppers Drug Mart,541 Montreal Road,Ottawa,Ontario,K1K 0V1,Ottawa Public Health,45.4418209,-75.646244,2024-01-15
Shoppers Drug Mart,647 Earl Armstrong Road,Ottawa,Ontario,K1V 2G2,Ottawa Public Health,45.2693834,-75.6981271,2024-01-16
Shoppers Drug Mart,1180 Walkley Road,Ottawa,Ontario,K1V 2M5,Ottawa Public Health,45.3697843,-75.6636464,2024-01-17
Shoppers Drug Mart,100 10th Street West,Owen Sound,Ontario,N4K 3P9,Grey-Bruce Health Unit,44.5683428,-80.9448779,2024-01-18
Shoppers Drug Mart,90 Bowes Street,Parry Sound,Ontario,P2A 2L7,North Bay-Parry Sound District Health Unit,45.3435966,-80.0149176,2024-01-19
Shoppers Drug Mart,811 Pembroke Street East,Pembroke,Ontario,K8A 3M3,Renfrew County and District Health Unit,45.8269164,-77.0917273,2024-01-20
Shoppers Drug Mart,50 Dufferin Street,Perth,Ontario,K7H 3A6,"Leeds,Grenville, and Lanark District Health Unit",44.9099707,-76.2632268,2024-01-21
Shoppers Drug Mart,25 Civic Centre Road,Petawawa,Ontario,K8H 0B1,Renfrew County and District Health Unit,45.8905059,-77.2636911,2024-01-22
Shoppers Drug Mart,1355 Kingston Road,Pickering,Ontario,L1V 1B8,Durham Region Health Department,43.8361864,-79.0860415,2024-01-23
Shoppers Drug Mart,1105 Kingston Road,Pickering,Ontario,L1V 1B5,Durham Region Health Department,43.8303767,-79.0965531,2024-01-24
Shoppers Drug Mart,650 Kingston Road,Pickering,Ontario,L1V 3N7,Durham Region Health Department,43.818044,-79.1185127,2024-01-25
Shoppers Drug Mart,249 Ontario Street,Port Hope,Ontario,L1A 3Y9,"Haliburton, Kawartha, Pine Ridge District Health Unit",43.9631194,-78.2898346,2024-01-26
Shoppers Drug Mart,1865 Scugog Street,Port Perry,Ontario,L9L 1J3,Durham Region Health Department,44.101247,-78.941052,2024-01-27
Shoppers Drug Mart,231 King Street West,Prescott,Ontario,K0E 1T0,"Leeds,Grenville, and Lanark District Health Unit",44.7087968,-75.515188,2024-01-28
Shoppers Drug Mart,9350 Yonge Street,Richmond Hill,Ontario,L4C 5G2,York Region Public Health Services,43.8560716,-79.4358908,2024-01-29
Shoppers Drug Mart,10800 Bayview Avenue,Richmond Hill,Ontario,L4S 0A6,York Region Public Health Services,43.8949909,-79.4205411,2024-01-30
Shoppers Drug Mart,8865 Yonge Street,Richmond Hill,Ontario,L4C 6Z1,York Region Public Health Services,43.8436912,-79.4293345,2024-01-31
Shoppers Drug Mart,9651 Yonge Street,Richmond Hill,Ontario,L4C 1V7,York Region Public Health Services,43.8633674,-79.4344343,2024-02-01
Shoppers Drug Mart,13070 Yonge Street,Richmond Hill,Ontario,L4E 2T2,York Region Public Health Services,43.9460727,-79.4558854,2024-02-02
Shoppers Drug Mart,"118 Tower Road, Building C1",Richmond Hill,Ontario,L4E 0K6,York Region Public Health Services,43.9142609,-79.449601,2024-02-03
Shoppers Drug Mart,510 Exmouth Street,Sarnia,Ontario,N7T 5P3,Lambton Health Unit,42.9861296,-82.3867992,2024-02-04
Shoppers Drug Mart,2863 Ellesmere Road,Scarborough,Ontario,M1E 5E9,Toronto Public Health,43.7805326,-79.2060768,2024-02-05
Shoppers Drug Mart,685 McCowan Road,Scarborough,Ontario,M1J 1K2,Toronto Public Health,43.7546876,-79.2446318,2024-02-06
Shoppers Drug Mart,2900 Warden Avenue,Scarborough,Ontario,M1W 2S8,Toronto Public Health,43.7986111,-79.3180556,2024-02-07
Shoppers Drug Mart,2355 Warden Avenue,Scarborough,Ontario,M1T 1V7,Toronto Public Health,43.7850608,-79.3100251,2024-02-08
Shoppers Drug Mart,1400 Neilson Road,Scarborough,Ontario,M1B 0C2,Toronto Public Health,43.8093399,-79.2229982,2024-02-09
Shoppers Drug Mart,2251 Lawrence Avenue East,Scarborough,Ontario,M1P 2P5,Toronto Public Health,43.7487442,-79.2763879,2024-02-10
Shoppers Drug Mart,300 Borough Drive,Scarborough,Ontario,M1P 4P5,Toronto Public Health,43.7757281,-79.2574487,2024-02-11
Shoppers Drug Mart,2901 Sheppard Avenue East,Scarborough,Ontario,M1T 3J3,Toronto Public Health,43.7750524,-79.3223314,2024-02-12
Shoppers Drug Mart,2999 Kingston Road,Scarborough,Ontario,M1M 1P1,Toronto Public Health,43.7252846,-79.2305937,2024-02-13
Shoppers Drug Mart,"85 Ellesmere Road, Unit 31",Scarborough,Ontario,M1R 4B7,Toronto Public Health,43.7570595,-79.3134587,2024-02-14
Shoppers Drug Mart,265 Port Union Road,Scarborough,Ontario,M1C 2L3,Toronto Public Health,43.7890134,-79.1397278,2024-02-15
Shoppers Drug Mart,5671 Steeles Avenue East,Scarborough,Ontario,M1V 5P6,Toronto Public Health,43.833114,-79.265375,2024-02-16
Shoppers Drug Mart,2330 Kennedy Road,Scarborough,Ontario,M1T 3H1,Toronto Public Health,43.7838577,-79.2893272,2024-02-17
Shoppers Drug Mart,1571 Sandhurst Circle,Scarborough,Ontario,M1V 1V2,Toronto Public Health,43.8092547,-79.2696046,2024-02-18
Shoppers Drug Mart,1235 McCowan Road,Scarborough,Ontario,M1H 3K3,Toronto Public Health,43.7726783,-79.2510177,2024-02-19
Shoppers Drug Mart,"91 Rylander Boulevard, Unit 1022",Scarborough,Ontario,M1B 5M5,Toronto Public Health,43.7971562,-79.1510611,2024-02-20
Shoppers Drug Mart,255 Morningside Avenue,Scarborough,Ontario,M1E 3E6,Toronto Public Health,43.7699397,-79.1849207,2024-02-21
Shoppers Drug Mart,1780 Markham Road,Scarborough,Ontario,M1B 2W2,Toronto Public Health,43.7948226,-79.2405334,2024-02-22
Shoppers Drug Mart,629 Markham Road,Scarborough,Ontario,M1H 2A4,Toronto Public Health,43.7601551,-79.2253571,2024-02-23
Shoppers Drug Mart,2751 Eglinton Avenue East,Scarborough,Ontario,M1J 2C7,Toronto Public Health,43.7363941,-79.2474937,2024-02-24
Shoppers Drug Mart,470 Norfolk Street,Simcoe,Ontario,N3Y 3P7,Haldimand-Norfolk Health Unit,42.8472358,-80.307992,2024-02-25
Shoppers Drug Mart,54 Beckwith Street North,Smiths Falls,Ontario,K7A 2B5,"Leeds,Grenville, and Lanark District Health Unit",44.9015177,-76.0220606,2024-02-26
Shoppers Drug Mart,275 Fourth Avenue,St. Catharines,Ontario,L2R 6P9,Niagara Region Public Health Department,43.1561634,-79.2699316,2024-02-27
Shoppers Drug Mart,"387 Scott Street, Unit 1",St. Catharines,Ontario,L2M 3W2,Niagara Region Public Health Department,43.1904028,-79.2270519,2024-02-28
Shoppers Drug Mart,410 Talbot Street,St. Thomas,Ontario,N5P 1B9,Southwestern Public Health,42.7787939,-81.1968819,2024-02-29
Shoppers Drug Mart,204 First Avenue,St. Thomas,Ontario,N5R 4P5,Southwestern Public Health,42.7635021,-81.1753527,2024-03-01
Shoppers Drug Mart,107 Edward Street,St. Thomas,Ontario,N5P 1Y8,Southwestern Public Health,42.7852066,-81.1760418,2024-03-02
Shoppers Drug Mart,5709 Hazeldean Road,Stittsville,Ontario,K2S 0P6,Ottawa Public Health,45.28372,-75.9119479,2024-03-03
Shoppers Drug Mart,1300 Stittsville Main Street,Stittsville,Ontario,K2S 1A3,Ottawa Public Health,45.2655398,-75.9303671,2024-03-04
Shoppers Drug Mart,5710 Main Street,Stouffville,Ontario,L4A 8A9,York Region Public Health Services,43.9682162,-79.2647629,2024-03-05
Shoppers Drug Mart,12277 10th Line,Stouffville,Ontario,L4A 7W6,York Region Public Health Services,43.975614,-79.229996,2024-03-06
Shoppers Drug Mart,78 Front Street East,Strathroy,Ontario,N7G 1Y7,Middlesex-London Health Unit,42.9592678,-81.6216919,2024-03-07
Shoppers Drug Mart,2015 Long Lake Road,Sudbury,Ontario,P3E 4M8,Sudbury,46.4513397,-81.0048068,2024-03-08
