location_code,name,city,street,X,Y,postal,fsa,type
-79.5344382543.84398481Other/Independent,Mackenzie Pharmacy,Vaughan,9671 Jane St,-79.53443825,43.84398481,L6A3X5,L6A,Other/Independent
-79.5345078543.84882361Shoppers Drug Mart,Shoppers Drug Mart #913,Vaughan,2943 Major Mackenzie Dr W,-79.53450785,43.84882361,L6A3N9,L6A,Shoppers Drug Mart
-79.5347961543.85156291Guardian,Maple Guardian Pharmacy,Vaughan,2810 Major Mackenzie Dr W,-79.53479615,43.85156291,L6A1R8,L6A,Guardian
-79.5351847543.84593761Other/Independent,Peace Medical Pharmacy,Vaughan,9699 Jane St,-79.53518475,43.84593761,L6A0A4,L6A,Other/Independent
-79.5370337543.82873281Other/Independent,Lily Pharmacy,Vaughan,3175 Rutherford Rd,-79.53703375,43.82873281,L4K5Y6,L4K,Other/Independent
-79.5380826343.64036748Shoppers Drug Mart,Shoppers Drug Mart #863,Toronto,5230 Dundas St W,-79.53808263,43.64036748,M9B1A8,M9B,Shoppers Drug Mart
-79.5381879943.09524888Other/Independent,West Lincoln Pharmacy,Smithville,239 St Catherines St,-79.53818799,43.09524888,L0R2A0,L0R,Other/Independent
-79.5382147543.82563831Shoppers Drug Mart,Shoppers Drug Mart #1375,Vaughan,1 Bass Pro Mills Dr,-79.53821475,43.82563831,L4K5W4,L4K,Shoppers Drug Mart
-79.5384526343.64136758Other/Independent,Andrew's Pharmacy,Toronto,3832 Bloor St W,-79.53845263,43.64136758,M9B1L1,M9B,Other/Independent
-79.5384814343.59308457Rexall,Rexall #6916,Toronto,3701 Lakeshore Blvd W,-79.53848143,43.59308457,M8W1P8,M8W,Rexall
-79.5386537543.86210151Other/Independent,Health Link Pharmacy,Vaughan,10555 Jane St,-79.53865375,43.86210151,L6A3L7,L6A,Other/Independent
-79.5398211443.73924269Other/Independent,Woodview Medical Pharmacy,Toronto,3236 Won Rd,-79.53982114,43.73924269,M9M2T8,M9M,Other/Independent
-79.5398646343.59386457Shoppers Drug Mart,Shoppers Drug Mart # 903,Toronto,3730 Lake Shore Blvd W,-79.53986463,43.59386457,M8W1N6,M8W,Shoppers Drug Mart
-79.5399211343.63573598Other/Independent,Dundas Kipling Pharmacy,Toronto,5359 Dundas St W,-79.53992113,43.63573598,M9B1B1,M9B,Other/Independent
-79.5399389443.73844749Other/Independent,Weston Care Pharmacy,Toronto,3214 Won Rd,-79.53993894,43.73844749,M9M2T7,M9M,Other/Independent
-79.5415161543.82990091Other/Independent,Vaughan Compounding Pharmacy,Vaughan,3300 Rutherford Rd,-79.54151615,43.82990091,L4K5Z2,L4K,Other/Independent
-79.5417277543.78574Costco,Costco Pharmacy #547,Vaughan,71 Colossus Dr,-79.54172775,43.78574,L4L9J8,L4L,Costco
-79.5420350443.7531004Other/Independent,Sherbourne Pharmacy,Toronto,2300 Finch Ave W,-79.54203504,43.7531004,M9M2Y3,M9M,Other/Independent
-79.5423863443.68913978Other/Independent,Westway Islington Pharmacy,Toronto,160 The Wway,-79.54238634,43.68913978,M9P2C1,M9P,Other/Independent
-79.5427838443.7505635Other/Independent,Terrace Square Pharmacy,Toronto,3424 Won Rd,-79.54278384,43.7505635,M9M2W1,M9M,Other/Independent
-79.5431380443.751452Other/Independent,Finch-Weston Medical Pharmacy,Toronto,2367 Finch Ave W,-79.54313804,43.751452,M9M2W8,M9M,Other/Independent
-79.5439231943.188604Other/Independent,Orchardview Pharmacy,Grimsby,155 Main St E,-79.54392319,43.188604,L3M1P2,L3M,Other/Independent
-79.5439568343.59788457Other/Independent,Wellness Centre Pharmacy,Toronto,230 Browns Line,-79.54395683,43.59788457,M9B6L6,M9B,Other/Independent
-79.5439671443.69714099Other/Independent,Westown Pharmacy,Toronto,235 Dixon Rd,-79.54396714,43.69714099,M9P2M5,M9P,Other/Independent
-79.5447377943.187425Shoppers Drug Mart,Shoppers Drug Mart #794,Grimsby,150 Main St E,-79.54473779,43.187425,L3M1P1,L3M,Shoppers Drug Mart
-79.5448453343.63271057Other/Independent,Etobicoke First Pharmacy,Toronto,5468 Dundas St W,-79.54484533,43.63271057,M9B6E3,M9B,Other/Independent
-79.5449989943.09749408Other/Independent,Smithville Pharmacy,Smithville,128 St Catharines St,-79.54499899,43.09749408,L0R2A0,L0R,Other/Independent
-79.5450648443.69587129Loblaw,Loblaw Pharmacy #4593,Toronto,245 Dixon Rd,-79.54506484,43.69587129,M9P2M4,M9P,Loblaw
-79.5450974343.58996887Other/Independent,Solara Pharmacy,Toronto,3857 Lake Shore Blvd W,-79.54509743,43.58996887,M8W0A2,M8W,Other/Independent
-79.5457153343.60192537Rexall,Rexall #6941,Toronto,440 Browns Line,-79.54571533,43.60192537,M8W3T9,M8W,Rexall
-79.5461625943.09885738Other/Independent,Rx Drug Mart,Smithville,144 Griffin St,-79.54616259,43.09885738,L0R2A0,L0R,Other/Independent
-79.5464400443.67963398Rexall,Rexall #869,Toronto,250 Wincott Dr,-79.54644004,43.67963398,M9R2R5,M9R,Rexall
-79.5466853543.7906671Other/Independent,Centro Healthcare Pharmacy,Vaughan,7777 Won Rd,-79.54668535,43.7906671,L4L0G9,L4L,Other/Independent
-79.5470564343.60943907Other/Independent,Specialty Rx,Toronto,817 Browns Line,-79.54705643,43.60943907,M8V3V7,M8V,Other/Independent
-79.5486653343.61989027Other/Independent,Etobicoke Primary Care Pharmac,Toronto,85 The E Mall,-79.54866533,43.61989027,M8Z5W3,M8Z,Other/Independent
-79.5487333443.64916808Other/Independent,Martin Grove Pharmacy,Toronto,135 Martin Grove Rd,-79.54873334,43.64916808,M9B4K8,M9B,Other/Independent
-79.5491130543.82818381Other/Independent,Venice Pharmacy,Vaughan,3530 Rutherford Rd,-79.54911305,43.82818381,L4H3T8,L4H,Other/Independent
-79.5493420343.60999077Other/Independent,Sav on Drug Mart,Toronto,880 Browns Line,-79.54934203,43.60999077,M8W3V7,M8W,Other/Independent
-79.5494234543.74988769Other/Independent,Main Drug Mart,Toronto,2437 Finch Ave W,-79.54942345,43.74988769,M9M2E7,M9M,Other/Independent
-79.5502459543.807158Other/Independent,Langstaff Pharmacy,Vaughan,8401 Won Rd,-79.55024595,43.807158,L4L1A6,L4L,Other/Independent
-79.5504215543.804956Other/Independent,Weston Pharmacare,Vaughan,8333 Won Rd,-79.55042155,43.804956,L4L8E2,L4L,Other/Independent
-79.5508001543.8031255Other/Independent,Wellmedica Pharmacy,Vaughan,Won Rd,-79.55080015,43.8031255,L4L8B7,L4L,Other/Independent
-79.5510366543.82808111Other/Independent,Smith's Pharmacy,Vaughan,3590 Rutherford Rd,-79.55103665,43.82808111,L4H3T8,L4H,Other/Independent
-79.5519131643.84700011Other/Independent,Major Mac Pharmacy,Vaughan,3420 Major Mackenzie Dr W,-79.55191316,43.84700011,L4H4J6,L4H,Other/Independent
-79.5521779443.63253277Other/Independent,Cloverdale Clinic Pharmacy,Toronto,225 The E Mall,-79.55217794,43.63253277,M9B6J1,M9B,Other/Independent
-79.5531438443.71380489Walmart,Wal-Mart Pharmacy,Toronto,2245 Islington Ave,-79.55314384,43.71380489,M9W3W7,M9W,Walmart
-79.5537676443.71605169Other/Independent,Procare Pharmacy,Toronto,2257 Islington Ave,-79.55376764,43.71605169,M9W3W6,M9W,Other/Independent
-79.55388944.31420099Other/Independent,Alcona Pharmacy,Innisfil,1070 Innisfil Beach Rd,-79.553889,44.31420099,L9S4T9,L9S,Other/Independent
-79.55397844.3528478Other/Independent,Sandy Cove Drug Store,Innisfil,902 Lockhart Rd,-79.553978,44.3528478,L9S4V2,L9S,Other/Independent
-79.5540397944.26213608Other/Independent,Lefroy Pharmacy,Innisfil,1311 Killarney Beach Rd,-79.55403979,44.26213608,L0L1W0,L0L,Other/Independent
-79.55409344.31319899Loblaw,Innisfil Drugstore,Innisfil,1081 Innisfil Rd,-79.554093,44.31319899,L9S4B2,L9S,Loblaw
-79.5541096643.86071981Pharmasave,Cityview Pharmacy (Pharmasave),Vaughan,551 Cityview Blvd,-79.55410966,43.86071981,L4H0Z4,L4H,Pharmasave
-79.5541975443.61839587Walmart,Wal-Mart Pharmacy,Toronto,165 N Queen St,-79.55419754,43.61839587,M9C1A7,M9C,Walmart
-79.5545117443.71660769Other/Independent,Rexdale Mall Pharmacy,Toronto,2267 Islington Ave,-79.55451174,43.71660769,M9W6X4,M9W,Other/Independent
-79.5548999543.788877Loblaw,Drugstore Pharmacy #4069,Vaughan,3940 Hwy 7,-79.55489995,43.788877,L4L1A6,L4L,Loblaw
-79.5548999543.7912438Other/Independent,Drug Smart Pharmacy,Vaughan,200 Windflower Gate,-79.55489995,43.7912438,L4L9L3,L4L,Other/Independent
-79.5552511643.84834151Walmart,Wal-Mart Pharmacy,Vaughan,3600 Major Mackenzie Dr,-79.55525116,43.84834151,L6A1S1,L6A,Walmart
-79.5553828543.82659241Rexall,Rexall,Vaughan,3900 Rutherford Rd,-79.55538285,43.82659241,L4H3G8,L4H,Rexall
-79.5556025443.67519868Shoppers Drug Mart,Shoppers Drug Mart #893,Toronto,201 Lloyd Manor Rd,-79.55560254,43.67519868,M9B6H6,M9B,Shoppers Drug Mart
-79.5558410543.71555199Other/Independent,Islington Discount Pharmacy,Toronto,2304 Islington Ave,-79.55584105,43.71555199,M9W3W9,M9W,Other/Independent
-79.5560079543.82127311Other/Independent,Weston Downs Pharmacy,Vaughan,9000 Won Rd,-79.55600795,43.82127311,L4L1A6,L4L,Other/Independent
-79.5564805443.63240947Rexall,Rexall #158,Toronto,250 The E Mall,-79.55648054,43.63240947,M9B3Y8,M9B,Rexall
-79.5569196443.69303558Other/Independent,Lmc Pharmacy Etobicoke,Toronto,1723 Kipling Ave,-79.55691964,43.69303558,M9R4E1,M9R,Other/Independent
-79.5570730443.69341118Shoppers Drug Mart,Shoppers Drug Mart #974,Toronto,1735 Kipling Ave,-79.55707304,43.69341118,M9R2Y8,M9R,Shoppers Drug Mart
-79.5570951543.7881176Shoppers Drug Mart,Shoppers Drug Mart #930,Vaughan,4000 Hwy 7,-79.55709515,43.7881176,L4L1A6,L4L,Shoppers Drug Mart
-79.5571830443.61169327Shoppers Drug Mart,Shoppers Drug Mart #861,Toronto,25 The W Mall,-79.55718304,43.61169327,M9C1B8,M9C,Shoppers Drug Mart
-79.5574464443.61520637Pharmasave,Sherway Pharmasave,Toronto,1750 The Queensway,-79.55744644,43.61520637,M9C5H5,M9C,Pharmasave
-79.55762244.31226369Shoppers Drug Mart,Shoppers Drug Mart 668,Innisfil,1145 Innisfil Beach Rd,-79.557622,44.31226369,L9S4B2,L9S,Shoppers Drug Mart
-79.5577444643.82716741Shoppers Drug Mart,Shoppers Drug Mart #746,Vaughan,9200 Won Rd,-79.55774446,43.82716741,L4H2P8,L4H,Shoppers Drug Mart
-79.5577536643.83412711Other/Independent,Weston-Rutherford Medical Phcy,Vaughan,9581 Won Rd,-79.55775366,43.83412711,L4H3A5,L4H,Other/Independent
-79.5590268844.11619306Other/Independent,Simcoe Square Pharmacy,Bradford West Gwillimbury,157 Holland St E,-79.55902688,44.11619306,L3Z2B2,L3Z,Other/Independent
-79.5590707643.84474071Other/Independent,Freshco Pharmacy #7264,Vaughan,3737 Major Mackenzie Dr,-79.55907076,43.84474071,L4L1A6,L4L,Other/Independent
-79.5590707643.84474071Shoppers Drug Mart,Shoppers Drug Mart #1266,Vaughan,3737 Major Mackenzie Dr,-79.55907076,43.84474071,L4H0A2,L4H,Shoppers Drug Mart
-79.559268443.1925801Other/Independent,Hodgins Pharmacy,Grimsby,37 Main St E,-79.5592684,43.1925801,L3M1M7,L3M,Other/Independent
-79.559465944.31133599Sobeys,Sobeys Pharmacy #7258,Innisfil,2080 Jans Blvd,-79.5594659,44.31133599,L9S2C3,L9S,Sobeys
-79.5595164443.60865007Other/Independent,Queens Medical Pharmacy,Toronto,200 Sherway Dr,-79.55951644,43.60865007,M9C0A7,M9C,Other/Independent
-79.5596135643.83831061Other/Independent,Villa Royale Pharmacy,Vaughan,9750 Won Rd,-79.55961356,43.83831061,L4H2Z7,L4H,Other/Independent
-79.5596853543.7968245Other/Independent,La Vita Pharmacy,Vaughan,270 Chancellor Dr,-79.55968535,43.7968245,L4L7M1,L4L,Other/Independent
-79.5598821543.72360869Other/Independent,Islington Ida Pharmacy,Toronto,2428 Islington Ave,-79.55988215,43.72360869,M9W3X8,M9W,Other/Independent
-79.5599901543.73532549Other/Independent,Albion Medical Pharmacy,Toronto,900 Albion Rd,-79.55999015,43.73532549,M9V1A5,M9V,Other/Independent
-79.5599901543.73532549Shoppers Drug Mart,Shoppers Drug Mart #954,Toronto,900 Albion Rd,-79.55999015,43.73532549,M9V1A5,M9V,Shoppers Drug Mart
-79.5601684443.64387798Loblaw,Loblaw Pharmacy #1066,Toronto,380 The E Mall,-79.56016844,43.64387798,M9B6L5,M9B,Loblaw
-79.5602547543.74906889Shoppers Drug Mart,Shoppers Drug Mart #854,Toronto,2550 Finch Ave W,-79.56025475,43.74906889,M9M2G3,M9M,Shoppers Drug Mart
-79.5603365443.60871787Rexall,Rexall #8195,Toronto,190 Sherway Dr,-79.56033654,43.60871787,M9C5N2,M9C,Rexall
-79.5609146844.11552206Other/Independent,Bradford Central Pharmacy,Bradford West Gwillimbury,107 Holland St E,-79.56091468,44.11552206,L3Z2B9,L3Z,Other/Independent
-79.5619024844.11474966Other/Independent,Bradford Medex Pharmacy,Bradford West Gwillimbury,80 Holland St E,-79.56190248,44.11474966,L3Z2B8,L3Z,Other/Independent
-79.5621504443.65541508Other/Independent,Urban Pharmacy Inc,Mississauga,Rathburn Square,-79.56215044,43.65541508,L5C4L3,L5C,Other/Independent
-79.5621878443.63909307Other/Independent,One Eva Pharmacy,Toronto,1 Eva Rd,-79.56218784,43.63909307,M9C4Z5,M9C,Other/Independent
-79.5625145643.85530831Other/Independent,Vellore Pharmacy,Vaughan,10395 Won Rd,-79.56251456,43.85530831,L4H3T4,L4H,Other/Independent
-79.5627147443.63483817Other/Independent,Glencade Pharmacy,Toronto,290 The W Mall,-79.56271474,43.63483817,M9C1C6,M9C,Other/Independent
-79.5638083844.11428236Other/Independent,Bradford Health Care Pharmacy,Bradford West Gwillimbury,26 Holland St E,-79.56380838,44.11428236,L3Z1X2,L3Z,Other/Independent
-79.563943943.1937398Other/Independent,Medicine Shoppe Grimsby #0256,Grimsby,63 Main St W,-79.5639439,43.1937398,L3M4H1,L3M,Other/Independent
-79.5646462543.7848182Other/Independent,Woodbridge Pharmacy,Vaughan,205 Marycroft Ave,-79.56464625,43.7848182,L4L5X7,L4L,Other/Independent
-79.5646525844.11480406Other/Independent,Bradford Centre Pharmacy,Bradford West Gwillimbury,21 Barrie St,-79.56465258,44.11480406,L3Z2B3,L3Z,Other/Independent
-79.5646901543.8023877Other/Independent,Roma Pharmacy,Vaughan,110 Ansley Grove Rd,-79.56469015,43.8023877,L4L3R1,L4L,Other/Independent
-79.5653487443.62543367Other/Independent,Dundas427 Medical Pharmacy Inc,Mississauga,2200 Dundas St E,-79.56534874,43.62543367,L4X2V3,L4X,Other/Independent
-79.5654234543.71106329Shoppers Drug Mart,Shoppers Drug Mart #857,Toronto,123 Rexdale Blvd,-79.56542345,43.71106329,M9W1P1,M9W,Shoppers Drug Mart
-79.5658316543.73708019Other/Independent,Medi Plus Pharmacy,Toronto,1111 Albion Rd,-79.56583165,43.73708019,M9V1A9,M9V,Other/Independent
-79.5658755443.65590038Shoppers Drug Mart,Shoppers Drug Mart #825,Toronto,600 The E Mall,-79.56587554,43.65590038,M9B4S1,M9B,Shoppers Drug Mart
-79.5658755543.68303828Shoppers Drug Mart,Shoppers Drug Mart #845,Toronto,415 The Wway,-79.56587555,43.68303828,M9R1H5,M9R,Shoppers Drug Mart
-79.5660290543.74011559Other/Independent,Blossom Pharmacy Inc,Toronto,2683 Islington Ave,-79.56602905,43.74011559,M9V2X7,M9V,Other/Independent
-79.5662980844.12020336Pharmasave,Pharmasave 9717,Bradford West Gwillimbury,Barrie St,-79.56629808,44.12020336,L3Z2B1,L3Z,Pharmasave
-79.5664948844.11366176Other/Independent,Bradford Drug Mart,Bradford West Gwillimbury,54 Holland St W,-79.56649488,44.11366176,L3Z2B8,L3Z,Other/Independent
-79.5665998443.57032146Other/Independent,Renew Medical Pharmacy,Mississauga,1015 Cawthra Rd,-79.56659984,43.57032146,L5G4K3,L5G,Other/Independent
-79.5674339343.56913506Other/Independent,Mediplus Pharmacy 002,Mississauga,619 Lakeshore Rd E,-79.56743393,43.56913506,L5G1H9,L5G,Other/Independent
-79.567631443.1967735Shoppers Drug Mart,Shoppers Drug Mart 798,Grimsby,42 St Andrews Ave,-79.5676314,43.1967735,L3M3S2,L3M,Shoppers Drug Mart
-79.5689483443.59302557Loblaw,Drug Store Pharmacy #4120,Mississauga,1250 S Service Rd,-79.56894834,43.59302557,L5E1V4,L5E,Loblaw
-79.5692117443.56875986Shoppers Drug Mart,Shoppers Drug Mart #1275,Mississauga,579 Lakeshore Rd E,-79.56921174,43.56875986,L5G1H9,L5G,Shoppers Drug Mart
-79.5692117543.71965399Other/Independent,Kipling Pharmacy,Toronto,2141 Kipling Ave,-79.56921175,43.71965399,M9W4K8,M9W,Other/Independent
-79.5693872844.11244456Shoppers Drug Mart,Shoppers Drug Mart #696,Bradford West Gwillimbury,140 Holland St W,-79.56938728,44.11244456,L3Z1R7,L3Z,Shoppers Drug Mart
-79.5696945543.75653549Other/Independent,St. Joseph Pharmacy,Toronto,2930 Islington Ave,-79.56969455,43.75653549,M9L2K5,M9L,Other/Independent
-79.5707593543.7580008Other/Independent,Humber Summit Pharmacy,Toronto,2972 Islington Ave,-79.57075935,43.7580008,M9L2K6,M9L,Other/Independent
-79.5721309443.56313966Other/Independent,Marcos Pharmacy,Mississauga,374 Lakeshore Rd E,-79.57213094,43.56313966,L5G1H5,L5G,Other/Independent
-79.5721966543.71933579Other/Independent,Community Choice Pharmacy,Toronto,8 Taber Rd,-79.57219665,43.71933579,M9W3A4,M9W,Other/Independent
-79.5727673643.84215881Other/Independent,Novocare Remedy's Rx Pharmacy,Vaughan,3981 Major Mackenzie Dr W,-79.57276736,43.84215881,L4H4G1,L4H,Other/Independent
-79.5731185443.56276596Other/Independent,Pharma Docs +,Mississauga,348 Lakeshore Rd E,-79.57311854,43.56276596,L5G1H5,L5G,Other/Independent
-79.5731185443.65319158Other/Independent,Healthplex Pharmacy,Toronto,452 Rathburn Rd,-79.57311854,43.65319158,M9C3S8,M9C,Other/Independent
-79.5734039443.60147347Other/Independent,Main Drug Mart,Mississauga,2200 Dixie Rd,-79.57340394,43.60147347,L4Y1Z4,L4Y,Other/Independent
-79.5739525543.72927389Other/Independent,Kipling Heights Pharmacy,Toronto,2291 Kipling Ave,-79.57395255,43.72927389,M9W4L6,M9W,Other/Independent
-79.5739525643.782715Other/Independent,Pine Valley Pharmacy,Vaughan,7700 Pine Valley Dr,-79.57395256,43.782715,L4L2X4,L4L,Other/Independent
-79.5746549543.70296659Other/Independent,Sobey's Pharmacy #7271 Ltc,Toronto,124 Belfield Rd,-79.57465495,43.70296659,M9W1G1,M9W,Other/Independent
-79.5757084443.63083867Other/Independent,Markland Wood Pharmacy Limited,Toronto,4335 Bloor St W,-79.57570844,43.63083867,M9C2A5,M9C,Other/Independent
-79.5757803443.59164687Shoppers Drug Mart,Shoppers Drug Mart #507,Mississauga,1077 N Service Rd,-79.57578034,43.59164687,L4Y1A6,L4Y,Shoppers Drug Mart
-79.5758838643.7842241Other/Independent,Panacea Pharmacy,Vaughan,4600 Hwy 7,-79.57588386,43.7842241,L4L4Y7,L4L,Other/Independent
-79.5759717443.61030317Costco,Costco Pharmacy #1169,Mississauga,1570 Dundas St E,-79.57597174,43.61030317,L4X1L4,L4X,Costco
-79.5765031443.64150617Shoppers Drug Mart,Shoppers Drug Mart #1483,Toronto,666 Burnhamthorpe Rd,-79.57650314,43.64150617,M9C2Z4,M9C,Shoppers Drug Mart
-79.5771799845.11771803Other/Independent,The Apothecary Shop,Port Carling,86 Joseph St,-79.57717998,45.11771803,P0B1J0,P0B,Other/Independent
-79.5774202443.55885106Other/Independent,Village Pharmacy,Mississauga,225 Lakeshore Rd E,-79.57742024,43.55885106,L5G1G8,L5G,Other/Independent
-79.5777055443.55859856Other/Independent,Lighthouse Pharmacy,Mississauga,223 Lakeshore Rd E,-79.57770554,43.55859856,L5G1G5,L5G,Other/Independent
-79.5781583443.60113187Other/Independent,Rx Connect Specialty Pharmacy,Mississauga,1235 Queensways E,-79.57815834,43.60113187,L4Y0G4,L4Y,Other/Independent
-79.5782060443.61062177Walmart,Walmart Pharmacy,Mississauga,1500 Dundas St E,-79.57820604,43.61062177,L4X1L4,L4X,Walmart
-79.5798723543.65066758Other/Independent,Renforth Pharmacy,Toronto,460 Renforth Dr,-79.57987235,43.65066758,M9C2N2,M9C,Other/Independent
-79.5800976944.10960846Sobeys,Sobeys Pharmacy #7246,Bradford West Gwillimbury,40 Melbourne Dr,-79.58009769,44.10960846,L3Z2B9,L3Z,Sobeys
-79.5822484543.66063128Other/Independent,Eringate Drugs,Toronto,120 Eringate Dr,-79.58224845,43.66063128,M9C3Z8,M9C,Other/Independent
-79.5825053443.61036447Other/Independent,J. C. Pharmacy,Mississauga,Dundas St E,-79.58250534,43.61036447,L4Y4H9,L4Y,Other/Independent
-79.5843727643.74169359Loblaw,Drug Store Pharmacy #4576,Toronto,1530 Albion Rd,-79.58437276,43.74169359,M9V1B4,M9V,Loblaw
-79.5843727643.74169359Shoppers Drug Mart,Shoppers Drug Mart #925,Toronto,1530 Albion Rd,-79.58437276,43.74169359,M9V1B4,M9V,Shoppers Drug Mart
-79.5845088443.55305466Other/Independent,Hooper's Pharmacy,Mississauga,88 Lakeshore Rd E,-79.58450884,43.55305466,L5G1E1,L5G,Other/Independent
-79.5846620643.75083919Other/Independent,Kipling Medical Pharmacy,Toronto,2687 Kipling Ave,-79.58466206,43.75083919,M9V5G6,M9V,Other/Independent
-79.5854962643.74014609Other/Independent,Shoppers Simply Pharmacy,Toronto,1525 Albion Rd,-79.58549626,43.74014609,M9V5G5,M9V,Other/Independent
-79.5861984643.75057559Other/Independent,Grace Pharmacy,Toronto,2630 Kipling Ave,-79.58619846,43.75057559,M9V4B9,M9V,Other/Independent
-79.5862423643.7887263Other/Independent,Pine Grove Pharmacy,Vaughan,8077 Islington Ave,-79.58624236,43.7887263,L4L7X7,L4L,Other/Independent
-79.5864618944.10861326Other/Independent,Pharmalink Ida Phamracy,Bradford West Gwillimbury,456 Holland St W,-79.58646189,44.10861326,L3Z0G1,L3Z,Other/Independent
-79.5865477543.60947727Rexall,Rexall #2378,Mississauga,3100 Dixie Rd,-79.58654775,43.60947727,L4Y2A0,L4Y,Rexall
-79.5867252443.55933376Other/Independent,Carl's Ida Pharmacy,Mississauga,1207 Hurontario St,-79.58672524,43.55933376,L5G3H2,L5G,Other/Independent
-79.5876615443.57844136Other/Independent,South Service Pharmacy,Mississauga,488 S Service Rd,-79.58766154,43.57844136,L5G2S5,L5G,Other/Independent
-79.5883180543.62435697Other/Independent,Fieldgate Ida Pharmacy,Mississauga,3427 Fieldgate Dr,-79.58831805,43.62435697,L4X2J4,L4X,Other/Independent
-79.5888756643.73316249Other/Independent,John Garland Pharmacy,Toronto,1701 Martin Grove Rd,-79.58887566,43.73316249,M9V4N4,M9V,Other/Independent
