location_code,name,city,province,covid_site,street,date,X,Y,postal,fsa,type
49.1332678-122.8026437Other/Independent,Pacific Pharmacy #1,Surrey,British Columbia,Yes,101 - 15122 - 72nd Ave,2021-04-11,49.1332678,-122.8026437,V3S2G2,V3S,Other/Independent
49.133272-122.87416Other/Independent,Naz's Pharmacy #2,Surrey,British Columbia,Yes,#113-12578 72nd Ave,2021-04-11,49.133272,-122.87416,V3W2M6,V3W,Other/Independent
49.1333245-123.0945765Other/Independent,Save-On-Foods Pharmacy #969 - Ironwood,Richmond,British Columbia,Yes,Suite 3000 -11666 Steveston Hwy,2021-04-11,49.1333245,-123.0945765,V7A5J3,V7A,Other/Independent
49.1334681-122.8673146Other/Independent,Prosper Pharmacy No. 3,Surrey,British Columbia,Yes,3 - 12818 72 Ave,2021-04-11,49.1334681,-122.8673146,V3W2M9,V3W,Other/Independent
49.1335595-122.325623Rexall,Rexall #7161,Mission,British Columbia,Yes,110 - 32471 Lougheed Hwy,2021-04-11,49.1335595,-122.325623,V2V0C8,V2V,Rexall
49.1337478-122.8422024Other/Independent,Gateway Pharmacy,Surrey,British Columbia,Yes,13717 72 Ave,2021-04-11,49.1337478,-122.8422024,V3W2P2,V3W,Other/Independent
49.1340187-121.9611789Other/Independent,Sardis Pharmacy,Chilliwack,British Columbia,Yes,#7 - 7201 Vedder Rd,2021-04-11,49.1340187,-121.9611789,V2R4G5,V2R,Other/Independent
49.1344638-122.8388925Other/Independent,Somerset Pharmacy Services,Surrey,British Columbia,Yes,Suite 7 - 13791 - 72nd Ave,2021-04-11,49.1344638,-122.8388925,V3W9Y9,V3W,Other/Independent
49.1356501-122.3330125Pharmasave,Pharmasave #006,Mission,British Columbia,Yes,#110 - 7343 Hurd St,2021-04-11,49.1356501,-122.3330125,V2V3H7,V2V,Pharmasave
49.1381978-122.8473124Costco,Costco Pharmacy #055,Surrey,British Columbia,Yes,7423 King George Blvd,2021-04-11,49.1381978,-122.8473124,V3W5A8,V3W,Costco
49.1385316-122.8906991Other/Independent,Wellcare RX,Delta,British Columbia,Yes,107 - 7445 120 St,2021-04-11,49.1385316,-122.8906991,V4C0B3,V4C,Other/Independent
49.1388904-123.13786Pharmasave,Pharmasave Health Centre #038,Richmond,British Columbia,Yes,#116 - 10151 No 3 Rd,2021-04-11,49.1388904,-123.13786,V7A4R6,V7A,Pharmasave
49.1392099-121.961429Other/Independent,Safeway Pharmacy #4968,Chilliwack,British Columbia,Yes,45610 Luckakuck Way,2021-04-11,49.1392099,-121.961429,V2R1A2,V2R,Other/Independent
49.139564-122.8893698Shoppers Drug Mart,Shoppers Drug Mart #2235,Surrey,British Columbia,Yes,7538 120 St,2021-04-11,49.139564,-122.8893698,V3W3N1,V3W,Shoppers Drug Mart
49.1395887-122.84292Loblaw,Loblaw Pharmacy #1521,Surrey,British Columbia,Yes,7550 King George Blvd,2021-04-11,49.1395887,-122.84292,V3W2T2,V3W,Loblaw
49.1405831-123.1383938Shoppers Drug Mart,Shoppers Drug Mart #2109,Richmond,British Columbia,Yes,#100 - 7820 Williams Rd,2021-04-11,49.1405831,-123.1383938,V7A1G3,V7A,Shoppers Drug Mart
49.1414228-121.9678342Other/Independent,Cottonwood Remedy'sRx,Chilliwack,British Columbia,Yes,100 - 45428 Luckakuck Way,2021-04-11,49.1414228,-121.9678342,V2R3S9,V2R,Other/Independent
49.1418272-122.8673753Other/Independent,All Cure Pharmacy,Surrey,British Columbia,Yes,#101 - 12827 76 Ave,2021-04-11,49.1418272,-122.8673753,V3W2V3,V3W,Other/Independent
49.1430142-121.9636261Other/Independent,London Drugs #41-Chilliwack,Chilliwack,British Columbia,Yes,#21 45585 Luckakuck Way,2021-04-11,49.1430142,-121.9636261,V2R1A1,V2R,Other/Independent
49.1431774-121.9593959Loblaw,Loblaw Pharmacy #1523,Chilliwack,British Columbia,Yes,45779 Luckakuck Way,2021-04-11,49.1431774,-121.9593959,V2R4E8,V2R,Loblaw
49.1453072-122.2918041Other/Independent,Heritage Park Pharmacy,Mission,British Columbia,Yes,Unit B150 - 7871 Slave Lake St,2021-04-11,49.1453072,-122.2918041,V2V0C5,V2V,Other/Independent
49.148538-112.0868396Other/Independent,REXALL #7280,MILK RIVER,Alberta,Yes,109 MAIN ST,2021-04-06,49.148538,-112.0868396,,,Other/Independent
49.1488785-122.8907578Other/Independent,Marks Pharmacy,Delta,British Columbia,Yes,#101 - 8035 - 120th St,2021-04-11,49.1488785,-122.8907578,V4C6P8,V4C,Other/Independent
49.1490473-122.844494Other/Independent,Medisave Pharmacy #07,Surrey,British Columbia,Yes,#104 - 8056 King George Blvd,2021-04-11,49.1490473,-122.844494,V3W5B5,V3W,Other/Independent
49.1512992-122.8921271Loblaw,Loblaw Pharmacy #1554,Delta,British Columbia,Yes,8195 - 120th St,2021-04-11,49.1512992,-122.8921271,V4C6P7,V4C,Loblaw
49.1516811-122.8889278Other/Independent,Medisave Pharmacy #3,Surrey,British Columbia,Yes,#2 - 8181 120A St,2021-04-11,49.1516811,-122.8889278,V3W3P2,V3W,Other/Independent
49.1527571-121.9781437Walmart,Wal-Mart Pharmacy #3167,Chilliwack,British Columbia,Yes,8249 Eagle Landing Pky,2021-04-11,49.1527571,-121.9781437,V2R0P9,V2R,Walmart
49.1536845-121.9520853Other/Independent,Pro-Health Pharmacy #2,Chilliwack,British Columbia,Yes,3 - 8580 Young Rd,2021-04-11,49.1536845,-121.9520853,V2P6Z8,V2P,Other/Independent
49.1541142-122.889772Loblaw,Pharmacity Drugstore,Surrey,British Columbia,Yes,101 - 8338 120 St,2021-04-11,49.1541142,-122.889772,V3W3N4,V3W,Loblaw
49.1547547-123.1239279Shoppers Drug Mart,Shoppers Drug Mart #0228,Richmond,British Columbia,Yes,Suite 380 - 9100 Blundell Rd,2021-04-11,49.1547547,-123.1239279,V6Y3X9,V6Y,Shoppers Drug Mart
49.1549511-123.1565254Other/Independent,Wellness Pharmacy No. 4,Richmond,British Columbia,Yes,#115-6180 Blundell Rd,2021-04-11,49.1549511,-123.1565254,V7C4W7,V7C,Other/Independent
49.154962-122.912753Pharmasave,Pharmasave #151,Delta,British Columbia,Yes,11198 - 84th Ave,2021-04-11,49.154962,-122.912753,V4C2L7,V4C,Pharmasave
49.1553203-122.7764728Other/Independent,Medicine Shoppe #156,Surrey,British Columbia,Yes,#104 - 16088 84th Ave,2021-04-11,49.1553203,-122.7764728,V4N0V9,V4N,Other/Independent
49.1553639-122.925489Guardian,Guardian Sunstone Pharmacy,Delta,British Columbia,Yes,10771 Delsom Crescent,2021-04-11,49.1553639,-122.925489,V4C0A5,V4C,Guardian
49.1563988-122.8908502Other/Independent,Delta Prescription Clinic,Delta,British Columbia,Yes,Suite 101- 8425 - 120th St,2021-04-11,49.1563988,-122.8908502,V4C6R2,V4C,Other/Independent
49.1569355-122.7809679Pharmasave,Pharmasave #248,Surrey,British Columbia,Yes,#409-15940 Fraser Hwy,2021-04-11,49.1569355,-122.7809679,V4N0X8,V4N,Pharmasave
49.1574448-122.7798421Other/Independent,Medicine Shoppe Pharmacy #240,Surrey,British Columbia,Yes,#303 - 15988 Fraser Hwy,2021-04-11,49.1574448,-122.7798421,V4N0X8,V4N,Other/Independent
49.1584963-122.6667112Other/Independent,Happy Face Pharmacy,Langley,British Columbia,Yes,7- 8590 200 St,2021-04-11,49.1584963,-122.6667112,V2Y2B9,V2Y,Other/Independent
49.1609565-122.8893312Shoppers Drug Mart,Shoppers Drug Mart #2238,Surrey,British Columbia,Yes,#101 - 12080 Nordel Way,2021-04-11,49.1609565,-122.8893312,V3W1P6,V3W,Shoppers Drug Mart
49.1609857-122.8922894Other/Independent,Bains Pharmacy Ltd.,Delta,British Columbia,Yes,8681 - 120 St,2021-04-11,49.1609857,-122.8922894,V4C6R4,V4C,Other/Independent
49.1622165-122.6589425Other/Independent,Pharmachoice Walnut Grove Pharmacy,Langley,British Columbia,Yes,#150 - 20330 88th Ave,2021-04-11,49.1622165,-122.6589425,V1M2Y4,V1M,Other/Independent
49.1623101-122.8919781Other/Independent,Pacific Pharmacy #2,Delta,British Columbia,Yes,11944 88 Ave,2021-04-11,49.1623101,-122.8919781,V4C3C8,V4C,Other/Independent
49.1628391-122.6364741Other/Independent,Save-On-Foods Pharmacy #984 - Walnut Grove,Langley,British Columbia,Yes,8840 210th St,2021-04-11,49.1628391,-122.6364741,V1M2Y2,V1M,Other/Independent
49.1632931-122.8005553Other/Independent,Safeway Pharmacy #4920,Surrey,British Columbia,Yes,8860 - 152nd St,2021-04-11,49.1632931,-122.8005553,V3R4E4,V3R,Other/Independent
49.1633923-122.7954925Other/Independent,Coastal Care Pharmacy #2,Surrey,British Columbia,Yes,103 - 15420 Fraser Hwy,2021-04-11,49.1633923,-122.7954925,V3R3P5,V3R,Other/Independent
49.1640519-122.8759531Other/Independent,Naz's Pharmacy #4,Surrey,British Columbia,Yes,101-12565 88th Ave,2021-04-11,49.1640519,-122.8759531,V3W3J7,V3W,Other/Independent
49.1652122-122.8018891Other/Independent,Careville Pharmacy Fleetwood,Surrey,British Columbia,Yes,107 - 8927 152 St,2021-04-11,49.1652122,-122.8018891,V3R4E5,V3R,Other/Independent
49.1654856-122.8007841Shoppers Drug Mart,Shoppers Drug Mart #2212,Surrey,British Columbia,Yes,8962 - 152nd St,2021-04-11,49.1654856,-122.8007841,V3R4E4,V3R,Shoppers Drug Mart
49.1655203-122.6611899Pharmasave,Pharmasave Health Centre #003,Langley,British Columbia,Yes,#7 - 8948 - 202nd St,2021-04-11,49.1655203,-122.6611899,V1M4A7,V1M,Pharmasave
49.1656719-121.9606429Other/Independent,Pro-Health Pharmacy,Chilliwack,British Columbia,Yes,8999 School St,2021-04-11,49.1656719,-121.9606429,V2P4L5,V2P,Other/Independent
49.165694-122.890837Other/Independent,Family Care Pharmacy #2,Delta,British Columbia,Yes,8925 120th St,2021-04-11,49.165694,-122.890837,V4C6R6,V4C,Other/Independent
49.1657277-122.6647159Shoppers Drug Mart,Shoppers Drug Mart #2205,Langley,British Columbia,Yes,20159 - 88 Ave,2021-04-11,49.1657277,-122.6647159,V1M0A4,V1M,Shoppers Drug Mart
49.1660285-121.9579927Sobeys,FreshCo Pharmacy #4269,Chilliwack,British Columbia,Yes,45850 Yale Rd W,2021-04-11,49.1660285,-121.9579927,V2P2N9,V2P,Sobeys
49.1660468-122.802393Pharmasave,Pharmasave Health Centre #050,Surrey,British Columbia,Yes,15168 Fraser Hwy,2021-04-11,49.1660468,-122.802393,V3R3P1,V3R,Pharmasave
49.1663757-123.1351402Other/Independent,McCue Pharmacy,Richmond,British Columbia,Yes,#100 - 8120 Cook Rd,2021-04-11,49.1663757,-123.1351402,V6Y1T9,V6Y,Other/Independent
49.1667683-122.7816024Rexall,Rexall #7131,Surrey,British Columbia,Yes,9025 160 St,2021-04-11,49.1667683,-122.7816024,V4N2X7,V4N,Rexall
49.1670422-122.7990632Other/Independent,Save-on-Foods Pharmacy #918 - Fleetwood,Surrey,British Columbia,Yes,9014 - 152nd St,2021-04-11,49.1670422,-122.7990632,V3R4E7,V3R,Other/Independent
49.1674801-122.8463616Other/Independent,Choices Pharmacy,Surrey,British Columbia,Yes,105 - 9093 King George Blvd,2021-04-11,49.1674801,-122.8463616,V3V5V7,V3V,Other/Independent
49.167811-121.9609401Other/Independent,Wellness Pharmacy No. 12,Chilliwack,British Columbia,Yes,100 & 101 9123 Mary St,2021-04-11,49.167811,-121.9609401,V2P4H7,V2P,Other/Independent
49.1681715-123.1371673Shoppers Drug Mart,Shoppers Drug Mart #0237,Richmond,British Columbia,Yes,2286 - 6060 Minoru Blvd,2021-04-11,49.1681715,-123.1371673,V6Y2V7,V6Y,Shoppers Drug Mart
49.1682393-122.5804716Other/Independent,Nature's Compounding Pharmacy,Langley,British Columbia,Yes,#102 - 9103 Glover Rd,2021-04-11,49.1682393,-122.5804716,V1M0E8,V1M,Other/Independent
49.1687794-121.9574833Other/Independent,Lock's Prescription Pharmacy Ltd.,Chilliwack,British Columbia,Yes,9181 Main St,2021-04-11,49.1687794,-121.9574833,V2P4M9,V2P,Other/Independent
49.1689466-122.5817758Pharmasave,Pharmasave Health Centre #007,Fort Langley,British Columbia,Yes,#101 - 23148 96th Ave,2021-04-11,49.1689466,-122.5817758,V1M2S3,V1M,Pharmasave
49.168997-121.9549263Other/Independent,Save-on-Foods Pharmacy #2213 - Chilliwack,Chilliwack,British Columbia,Yes,46020 Yale Rd,2021-04-11,49.168997,-121.9549263,V2P7V2,V2P,Other/Independent
49.1692321-121.9572771Pharmasave,Pharmasave Health Centre #207,Chilliwack,British Columbia,Yes,Suite 110 - 9193 Main St,2021-04-11,49.1692321,-121.9572771,V2P7S5,V2P,Pharmasave
49.1693047-123.1482128Other/Independent,Regency Medicine Centre,Richmond,British Columbia,Yes,Suite #100 - 6091 Gilbert Rd,2021-04-11,49.1693047,-123.1482128,V7C5L9,V7C,Other/Independent
49.1693137-121.9592541Rexall,Rexall #7194,Chilliwack,British Columbia,Yes,#100 - 9200 Mary St,2021-04-11,49.1693137,-121.9592541,V2P4H6,V2P,Rexall
49.1694462-121.9568768Other/Independent,Super-Care Pharmacy,Chilliwack,British Columbia,Yes,9225 Main St,2021-04-11,49.1694462,-121.9568768,V2P4M8,V2P,Other/Independent
49.1694935-121.9538859Shoppers Drug Mart,Shoppers Drug Mart #0217,Chilliwack,British Columbia,Yes,#217 Sgate Shopping Centre,2021-04-11,49.1694935,-121.9538859,V2P2M6,V2P,Shoppers Drug Mart
49.1699073-123.1335818Other/Independent,MJ's Natural Pharmacy #3,Richmond,British Columbia,Yes,1130 - 8260 Wminster Hwy,2021-04-11,49.1699073,-123.1335818,V6X3Y2,V6X,Other/Independent
49.1700114-123.1415648Other/Independent,Minoru Pharmacy,Richmond,British Columbia,Yes,#102 - 7380 Wminster Hwy,2021-04-11,49.1700114,-123.1415648,V6X1A1,V6X,Other/Independent
49.170605-123.14723Other/Independent,Medicare Pharmacy,Richmond,British Columbia,Yes,#190 - 7031 Wminster Hwy,2021-04-11,49.170605,-123.14723,V6X1A3,V6X,Other/Independent
49.1707639-123.1831191Other/Independent,Save-On-Foods Pharmacy #971 - Terra Nova,Richmond,British Columbia,Yes,3673 Wminster Hwy,2021-04-11,49.1707639,-123.1831191,V7C5V2,V7C,Other/Independent
49.1709375-123.138078Other/Independent,London Drugs #11-Richmond,Richmond,British Columbia,Yes,5971 No 3 Rd,2021-04-11,49.1709375,-123.138078,V6X2E3,V6X,Other/Independent
49.1712441-123.1345852Other/Independent,Ackroyd Pharmacy,Richmond,British Columbia,Yes,#160 - 8100 Ackroyd Rd,2021-04-11,49.1712441,-123.1345852,V6X3K2,V6X,Other/Independent
49.171408-121.950671Other/Independent,Yale Road Pharmacy,Chilliwack,British Columbia,Yes,Unit 101 - 46198 Yale Rd,2021-04-11,49.171408,-121.950671,V2P2P1,V2P,Other/Independent
49.1714673-123.1331415Other/Independent,PriceSmart Foods Pharmacy #2274 - Richmond,Richmond,British Columbia,Yes,8200 Ackroyd Rd,2021-04-11,49.1714673,-123.1331415,V6X1B5,V6X,Other/Independent
49.1721705-123.1341269Other/Independent,Chemmart Pharmacy,Richmond,British Columbia,Yes,#1900-8171 Ackroyd Rd,2021-04-11,49.1721705,-123.1341269,V6X3K1,V6X,Other/Independent
49.1729062-121.9458898Other/Independent,Cascade Pharmacy,Chilliwack,British Columbia,Yes,Unit A - 46298 Yale Rd,2021-04-11,49.1729062,-121.9458898,V2P2P6,V2P,Other/Independent
49.1737563-122.8907002Other/Independent,Naz's Pharmacy #3,Delta,British Columbia,Yes,105-9385 120 St,2021-04-11,49.1737563,-122.8907002,V4C0B5,V4C,Other/Independent
49.1740913-122.8408652Pharmasave,Pharmasave No. 008,Surrey,British Columbia,Yes,Unit 110 - 13798 - 94A Ave,2021-04-11,49.1740913,-122.8408652,V3V1N1,V3V,Pharmasave
49.1763032-122.8674107Shoppers Drug Mart,Shoppers Drug Mart #2231,Surrey,British Columbia,Yes,Unit 6 - 12830 - 96 Ave,2021-04-11,49.1763032,-122.8674107,V3V6A8,V3V,Shoppers Drug Mart
49.1768416-122.8886584Pharmasave,Pharmasave Scott Town #167,Surrey,British Columbia,Yes,9558 - 120th St,2021-04-11,49.1768416,-122.8886584,V3V4C1,V3V,Pharmasave
49.177393-122.842861Other/Independent,Wellness Pharmacy No. 3,Surrey,British Columbia,Yes,#103-13737 96th Ave,2021-04-11,49.177393,-122.842861,V3V0C6,V3V,Other/Independent
49.1775746-122.8674699Other/Independent,Family Care Pharmacy,Surrey,British Columbia,Yes,Unit B 12815 - 96th Ave,2021-04-11,49.1775746,-122.8674699,V3V6V9,V3V,Other/Independent
49.1779587-123.1203521Walmart,Wal-Mart Pharmacy #3652,Richmond,British Columbia,Yes,9251 Alderbridge Way,2021-04-11,49.1779587,-123.1203521,V6X0N1,V6X,Walmart
49.1779604-122.8436798Other/Independent,Kroll's Surrey Pharmacy,Surrey,British Columbia,Yes,#101 - 9645 137 St,2021-04-11,49.1779604,-122.8436798,V3T4G8,V3T,Other/Independent
49.1793194-123.138493Loblaw,Loblaw Pharmacy #1557,Richmond,British Columbia,Yes,4651 No 3 Rd,2021-04-11,49.1793194,-123.138493,V6X2C4,V6X,Loblaw
49.1822188-122.8897885Other/Independent,Care In Motion Pharmacy,Surrey,British Columbia,Yes,2 - 9880 120 St,2021-04-11,49.1822188,-122.8897885,V3V4C9,V3V,Other/Independent
49.183319-123.9534127Other/Independent,Medicine Shoppe #350,Nanaimo,British Columbia,Yes,33 - 1150 Terminal Ave N,2021-04-11,49.183319,-123.9534127,V9S5L6,V9S,Other/Independent
49.1836506-123.0922634Other/Independent,HealthPlus Pharmacy***,Richmond,British Columbia,Yes,4115 No 5 Rd,2021-04-11,49.1836506,-123.0922634,V6X2T9,V6X,Other/Independent
49.1842815-123.0926007Shoppers Drug Mart,Shoppers Drug Mart #2237,Richmond,British Columbia,Yes,11800 Cambie Rd,2021-04-11,49.1842815,-123.0926007,V6X1L5,V6X,Shoppers Drug Mart
49.1843218-123.982466Rexall,Rexall #7181,Nanaimo,British Columbia,Yes,1750 Dufferin Crescent,2021-04-11,49.1843218,-123.982466,V9S0A4,V9S,Rexall
49.1853162-123.1345147Other/Independent,C.R.C Drugs,Richmond,British Columbia,Yes,1008 - 8181 Cambie Rd,2021-04-11,49.1853162,-123.1345147,V6X3X9,V6X,Other/Independent
49.1855972-123.1303936Other/Independent,Continental Pharmacy,Richmond,British Columbia,Yes,Unit 1196 - 3779 Sexsmith Rd,2021-04-11,49.1855972,-123.1303936,V6X3Z9,V6X,Other/Independent
49.1856398-122.7988133Pharmasave,Pharmasave #206,Surrey,British Columbia,Yes,#119 - 15280 101st Ave,2021-04-11,49.1856398,-122.7988133,V3R8X7,V3R,Pharmasave
49.1862473-123.1333378Other/Independent,Park Pacific Pharmacy,Richmond,British Columbia,Yes,#2260 - 3700 No 3 Rd,2021-04-11,49.1862473,-123.1333378,V6X3X2,V6X,Other/Independent
49.1865689-122.8026454Other/Independent,Guildford Drugs,Surrey,British Columbia,Yes,#200 - 15135 101 Ave,2021-04-11,49.1865689,-122.8026454,V3R7Z1,V3R,Other/Independent
49.1868501-122.8484496Shoppers Drug Mart,Shoppers Drug Mart #0267,Surrey,British Columbia,Yes,3100 - 10153 King George Blvd,2021-04-11,49.1868501,-122.8484496,V3T2W1,V3T,Shoppers Drug Mart
49.1870192-122.8476774Walmart,Wal-Mart Pharmacy #1205,Surrey,British Columbia,Yes,2151 - 10153 King George Blvd,2021-04-11,49.1870192,-122.8476774,V3T2W3,V3T,Walmart
49.1875377-122.7998622Other/Independent,Coastal Care Pharmacy,Surrey,British Columbia,Yes,101 - 10183 152A St,2021-04-11,49.1875377,-122.7998622,V3R4H6,V3R,Other/Independent
49.1894325-122.8450086Other/Independent,Save-on-Foods Pharmacy #2207 - King George,Surrey,British Columbia,Yes,10312 King George Blvd,2021-04-11,49.1894325,-122.8450086,V3T2W5,V3T,Other/Independent
49.1895696-122.8044547Walmart,Wal-Mart Pharmacy #3098,Surrey,British Columbia,Yes,1000 Guildford Town Cntr,2021-04-11,49.1895696,-122.8044547,V3R7C3,V3R,Walmart
49.1910223-122.8159978Loblaw,Loblaw Pharmacy #1556,Surrey,British Columbia,Yes,14650 - 104th Ave,2021-04-11,49.1910223,-122.8159978,V3R1M3,V3R,Loblaw
49.1912574-122.8097725Other/Independent,Viva Care Pharmacy,Surrey,British Columbia,Yes,105 - 14888 104th Ave,2021-04-11,49.1912574,-122.8097725,V3R1M4,V3R,Other/Independent
49.1916083-122.8039598Other/Independent,London Drugs #09-Guildford,Surrey,British Columbia,Yes,2300 10355 152nd St,2021-04-11,49.1916083,-122.8039598,V3R7B9,V3R,Other/Independent
49.1916568-122.8329929Other/Independent,Herbacy Pharmahealth International Limited,Surrey,British Columbia,Yes,Unit 102 - 14045 104 Ave,2021-04-11,49.1916568,-122.8329929,V3T1X4,V3T,Other/Independent
49.1920358-122.824945Other/Independent,King George Medic Pharmacy,Surrey,British Columbia,Yes,#102 - 14333 104 Ave,2021-04-11,49.1920358,-122.824945,V3T0E1,V3T,Other/Independent
49.1929236-122.7977523Other/Independent,Naz's Pharmacy No. 5,Surrey,British Columbia,Yes,Unit 17 - 15300 105 Ave,2021-04-11,49.1929236,-122.7977523,V3R6A7,V3R,Other/Independent
49.1930382-123.1218312Costco,Costco Pharmacy #054,Richmond,British Columbia,Yes,9151 Bridgeport Rd,2021-04-11,49.1930382,-123.1218312,V6X3L9,V6X,Costco
49.1951725-123.177852Pharmasave,Pharmasave #022,Richmond,British Columbia,Yes,#1103-8 3880 Grant McConachie Way,2021-04-11,49.1951725,-123.177852,V7B0A5,V7B,Pharmasave
49.196133-122.844926Pharmasave,Pharmasave #179,Surrey,British Columbia,Yes,10654 King George Blvd,2021-04-11,49.196133,-122.844926,V3T2X3,V3T,Pharmasave
49.1982957-113.302114Other/Independent,CARDSTON REMEDY'S RX PHARMACY,CARDSTON,Alberta,Yes,321 MAIN ST,2021-04-06,49.1982957,-113.302114,,,Other/Independent
49.1983525-122.7799501Rexall,Rexall Drug Store #7152 - Fraser Heights,Surrey,British Columbia,Yes,#107 - 15966 108 Ave,2021-04-11,49.1983525,-122.7799501,V4N1J6,V4N,Rexall
49.1984431-122.9802203Other/Independent,Save-on-Foods Pharmacy #2228 - Marine Way,Burnaby,British Columbia,Yes,7501 Market Crossing,2021-04-11,49.1984431,-122.9802203,V5J0A3,V5J,Other/Independent
49.1990818-122.7772434Other/Independent,Fraser Heights Pharmacy,Surrey,British Columbia,Yes,Suite 102 - 16033 - 108th Ave,2021-04-11,49.1990818,-122.7772434,V4N1P2,V4N,Other/Independent
49.1997758-113.302226Other/Independent,CARDSTON VALUE DRUG MART,CARDSTON,Alberta,Yes,237 MAIN ST,2021-04-06,49.1997758,-113.302226,,,Other/Independent
49.2008779-113.3037385Other/Independent,PHARMASAVE #358,CARDSTON,Alberta,Yes,71 2 AVE W,2021-03-13,49.2008779,-113.3037385,,,Other/Independent
49.2009188-122.9150448Other/Independent,Imperial Pharmacy #2,New Westminster,British Columbia,Yes,981 Carnarvon St,2021-04-11,49.2009188,-122.9150448,V3M1G2,V3M,Other/Independent
49.2009394-122.9124754Shoppers Drug Mart,Shoppers Drug Mart #2243,New Westminster,British Columbia,Yes,Unit 1 - 811 Columbia St,2021-04-11,49.2009394,-122.9124754,V3M1B9,V3M,Shoppers Drug Mart
49.201808-113.2961177Other/Independent,DRUGSTORE PHARMACY #9024,CARDSTON,Alberta,Yes,120 2 ST E,2021-04-06,49.201808,-113.2961177,,,Other/Independent
49.2018429-123.022751Other/Independent,Medical Pharmacy #48,Burnaby,British Columbia,Yes,180 - 3700 N Fraser Way,2021-04-11,49.2018429,-123.022751,V5J5H4,V5J,Other/Independent
49.2021217-122.9102769Other/Independent,Longevity Compounding Pharmacy,New Westminster,British Columbia,Yes,711 Columbia St,2021-04-11,49.2021217,-122.9102769,V3M1B1,V3M,Other/Independent
